Date,ANZ.AX,BHP.AX,WTC.AX
2020/12/21,21.557878,38.240833,30.68425
2020/12/22,21.187946,37.566406,30.444918
2020/12/23,21.363665,37.181023,31.272604
2020/12/24,21.298925,37.618965,31.272604
2020/12/29,21.419155,37.592682,31.282578
2020/12/30,21.335918,37.785374,30.704193
2020/12/31,20.993732,37.163502,30.664305
2021/1/4,21.308176,37.715309,30.434946
2021/1/5,21.243435,38.801395,29.936338
2021/1/6,21.067719,38.722569,28.829432
2021/1/7,21.863073,41.078682,28.510324
2021/1/8,22.048044,40.877224,28.390657
2021/1/11,22.057291,40.728329,27.662693
2021/1/12,22.242256,40.29039,27.762413
2021/1/13,22.343987,40.483086,27.802301
2021/1/14,22.750916,40.342945,28.370714
2021/1/15,22.806408,41.00861,27.652719
2021/1/18,22.454969,39.808659,28.251047
2021/1/19,22.824905,40.176521,29.667091
2021/1/20,22.621437,40.553154,31.093105
2021/1/21,22.880392,41.183788,32.69862
2021/1/22,22.787909,40.404251,33.107475
2021/1/25,22.824905,40.833435,33.695831
2021/1/27,22.704676,39.458305,33.885303
2021/1/28,22.399479,38.783875,31.821072
2021/1/29,21.927814,38.153244,31.192827
2021/2/1,22.251505,38.643734,31.11305
2021/2/2,22.519707,39.502098,32.419399
2021/2/3,22.935883,38.652496,32.409424
2021/2/4,22.917387,38.459805,32.499176
2021/2/5,23.389051,38.363457,32.947922
2021/2/8,23.490782,39.274368,32.97784
2021/2/9,23.056112,39.064159,32.499176
2021/2/10,22.972876,39.467068,33.217171
2021/2/11,23.019117,39.834934,32.479237
2021/2/12,22.95438,39.169266,32.75845
2021/2/15,23.324314,40.071419,33.436558
2021/2/16,23.555521,41.166267,32.568977
2021/2/17,23.879211,42.567669,31.601686
2021/2/18,24.55434,42.488842,31.472046
2021/2/19,24.609833,41.446548,31.212772
2021/2/22,24.508102,42.830437,30.474833
2021/2/23,24.794798,44.170532,29.467648
2021/2/24,24.62833,42.795399,29.766811
2021/2/25,24.757807,44.188049,27.712555
2021/2/26,24.202904,43.031891,27.194004
2021/3/1,24.591335,43.87273,27.543026
2021/3/2,24.868786,43.031891,27.941912
2021/3/3,25.488424,44.555916,28.001745
2021/3/4,26.256037,44.323372,27.393446
2021/3/5,26.672213,43.361382,26.864923
2021/3/8,26.561232,44.395298,26.515898
2021/3/9,26.91267,44.044666,26.087095
2021/3/10,26.367018,42.794979,26.206762
2021/3/11,26.098814,42.075733,26.386259
2021/3/12,26.117311,43.127632,26.632824
2021/3/15,26.265285,43.046719,26.862417
2021/3/16,26.413258,42.111698,27.251726
2021/3/17,26.237541,41.41943,28.040331
2021/3/18,26.024828,41.077785,27.840683
2021/3/19,26.108063,40.367535,27.870632
2021/3/22,26.237541,40.007915,28.000401
2021/3/23,25.895351,40.412491,27.401463
2021/3/24,25.895351,40.349556,27.810738
2021/3/25,25.802866,40.349556,27.980436
2021/3/26,26.052574,40.520374,28.289888
2021/3/29,25.886105,41.230625,27.551197
2021/3/30,25.987835,40.376526,28.100224
2021/3/31,26.061821,40.727154,28.998632
2021/4/1,26.117311,41.041828,29.50773
2021/4/6,26.219042,41.221634,31.035027
2021/4/7,26.302279,41.248608,30.975132
2021/4/8,26.579727,42.309494,30.875309
2021/4/9,26.579727,41.958858,30.955168
2021/4/12,26.699957,41.518326,30.575838
2021/4/13,26.727701,41.077785,31.324512
2021/4/14,26.718452,41.365482,32.352692
2021/4/15,26.746199,42.552238,32.392624
2021/4/16,26.653715,42.768009,32.13308
2021/4/19,26.755447,42.759018,32.003311
2021/4/20,26.505743,42.660126,31.723806
2021/4/21,26.283783,42.444351,30.575838
2021/4/22,26.431755,42.839931,30.88529
2021/4/23,26.542736,42.759018,30.745539
2021/4/26,26.533487,43.010754,30.53591
2021/4/27,26.773945,43.496243,30.246422
2021/4/28,26.91267,43.352394,31.26462
2021/4/29,26.764696,43.747978,32.1231
2021/4/30,26.579727,42.884888,31.374424
2021/5/3,26.91267,42.28252,30.725574
2021/5/4,26.662964,43.361382,29.966917
2021/5/5,25.802866,43.837883,29.318068
2021/5/6,25.571659,44.7729,29.088474
2021/5/7,25.664145,45.033627,28.180082
2021/5/10,25.977234,46.43615,27.880613
2021/5/11,25.683117,46.1035,26.8724
2021/5/12,25.540804,45.851765,26.722666
2021/5/13,25.75902,45.267376,26.183619
2021/5/14,26.015186,44.566116,25.954027
2021/5/17,25.910822,44.59309,25.684504
2021/5/18,26.280842,45.420219,25.514805
2021/5/19,25.910822,43.864853,25.744398
2021/5/20,26.432646,43.406338,26.053848
2021/5/21,26.565472,42.92984,26.313389
2021/5/24,26.717274,42.138672,26.952259
2021/5/25,26.992418,42.687096,27.062063
2021/5/26,27.039854,41.671162,27.890596
2021/5/27,27.077806,42.075733,28.259941
2021/5/28,27.381413,43.29845,27.750841
2021/5/31,27.239096,43.019741,28.180082
2021/6/1,26.859589,43.073689,28.579374
2021/6/2,26.897539,44.404285,28.269922
2021/6/3,27.296022,44.584099,28.489534
2021/6/4,27.703993,43.828896,28.509499
2021/6/7,27.34346,43.918797,29.377962
2021/6/8,27.286533,43.496243,31.094921
2021/6/9,27.258072,43.756966,29.837147
2021/6/10,27.220121,43.42432,30.635733
2021/6/11,26.802664,44.008705,30.645716
2021/6/15,27.191658,44.25145,31.434319
2021/6/16,27.438337,43.487251,31.164795
2021/6/17,27.732454,42.875893,31.334496
2021/6/18,27.495262,41.824001,32.21294
2021/6/21,26.641373,41.005863,31.993326
2021/6/22,27.210634,41.96785,31.614
2021/6/23,26.82164,42.399399,31.683876
2021/6/24,26.603422,42.794979,32.222919
2021/6/25,26.831127,43.064701,31.334496
2021/6/28,26.745737,43.514225,31.424335
2021/6/29,26.793175,43.208549,31.883522
2021/6/30,26.707787,43.667065,31.873541
2021/7/1,26.593935,43.352394,31.733789
